isHome,shotType,situation,bodyPart,goalMouthLocation,xg,xgot,id,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,player.name,player.slug,player.shortName,player.position,player.jerseyNumber,player.userCount,player.gender,player.id,player.fieldTranslations.nameTranslation.ar,player.fieldTranslations.nameTranslation.bn,player.fieldTranslations.nameTranslation.hi,player.fieldTranslations.shortNameTranslation.ar,player.fieldTranslations.shortNameTranslation.bn,player.fieldTranslations.shortNameTranslation.hi,playerCoordinates.x,playerCoordinates.y,playerCoordinates.z,goalMouthCoordinates.x,goalMouthCoordinates.y,goalMouthCoordinates.z,goalkeeper.name,goalkeeper.firstName,goalkeeper.lastName,goalkeeper.slug,goalkeeper.shortName,goalkeeper.position,goalkeeper.jerseyNumber,goalkeeper.userCount,goalkeeper.gender,goalkeeper.id,goalkeeper.fieldTranslations.nameTranslation.ar,goalkeeper.fieldTranslations.nameTranslation.bn,goalkeeper.fieldTranslations.nameTranslation.hi,goalkeeper.fieldTranslations.shortNameTranslation.ar,goalkeeper.fieldTranslations.shortNameTranslation.bn,goalkeeper.fieldTranslations.shortNameTranslation.hi,draw.start.x,draw.start.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,player.firstName,player.lastName,player.sofascoreId,goalkeeper.sofascoreId,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,draw.block.x,draw.block.y,match_id,goalType,goal
True,save,regular,left-foot,low-centre,0.17999292910099,0.53883409500122,6896704,78,,4673,13,727,1973,shot,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,31171,M,904897,ريان غرافينبيرش,রায়ান গ্রেভেনবার্চ,रयान ग्रेवेनबेर्च,ر. غرافينبيرش,আর. গ্রেভেনবেচ,आर. ग्रेवेनबेर्च,13.0,53.2,0,0,50.3,17.7,Guglielmo Vicario,,,guglielmo-vicario,G. Vicario,G,1,7359,M,553606,فيكاريو غولييلمو,উইলিয়াম দ্য ভিকারিও,गुग्लिल्मो विकारियो,ف. غولييلمو,জি. ভিকারিও,जी. विकारियो,53.2,13.0,49.7,0,49.7,82.3,,,ryanjiro,guglielmovicario,1.4,52.3,0.0,52.3,1.4,14023992,,False
True,block,assisted,head,low-left,0.10053704679012,0.0,6896740,78,,4646,13,754,1946,shot,Andrew Robertson,andrew-robertson,A. Robertson,D,26,24601,M,262911,أندرو روبرتسون,অ্যান্ড্রু রবার্টসন,एंड्रयू रॉबर्टसन,أ. روبرتسون,এ. রবার্টসন,ए. रॉबर्टसन,2.9,39.5,0,0,52.0,19.0,Guglielmo Vicario,,,guglielmo-vicario,G. Vicario,G,1,7359,M,553606,فيكاريو غولييلمو,উইলিয়াম দ্য ভিকারিও,गुग्लिल्मो विकारियो,ف. غولييلمو,জি. ভিকারিও,जी. विकारियो,39.5,2.9,48.0,0,48.0,81.0,,,andyrobertson94,guglielmovicario,2.0,42.1,0.0,42.1,2.0,14023992,,False
True,miss,assisted,left-foot,high-left,0.063684113323689,0.0,6896692,77,,4576,14,824,1876,shot,Mohamed Salah,mohamed-salah,M. Salah,M,11,562045,M,159665,محمد صلاح,মোহাম্মদ সালাহ,मोहम्मद सलाह,م. صلاح,এম. সালাহ,एम. सलाह,17.8,62.6,0,0,61.2,65.3,Guglielmo Vicario,,,guglielmo-vicario,G. Vicario,G,1,7359,M,553606,فيكاريو غولييلمو,উইলিয়াম দ্য ভিকারিও,गुग्लिल्मो विकारियो,ف. غولييلمو,জি. ভিকারিও,जी. विकारियो,62.6,17.8,38.8,0,38.8,34.7,,,,guglielmovicario,,,,,,14023992,,False
False,block,assisted,right-foot,low-left,0.073513276875019,0.0,6896681,75,,4463,16,937,1763,shot,Mathys Tel,mathys-tel,M. Tel,F,11,11269,M,1048888,ماتيس تيل,ম্যাথিস টেল,मैथिस टेल,م. تيل,এম. টেল,एम. टेल,19.7,50.5,0,0,52.9,19.0,Alisson,,,alisson,Alisson,G,1,64426,M,243609,أليسون,অ্যালিসন,एलिसन,أليسون,অ্যালিসন,एलिसन,50.5,19.7,47.1,0,47.1,81.0,,,m.tel14,AlissonBecker,17.9,50.2,0.0,50.2,17.9,14023992,,False
False,save,assisted,right-foot,low-centre,0.027535021305084,0.011329937726259,6896671,74,,4385,17,1015,1685,shot,Djed Spence,djed-spence,D. Spence,D,24,4616,M,945798,دجيد سبينس,জেড. স্পেন্স,जेड स्पेंस,د. سبينس,ডি. স্পেন্স,डी. स्पेंस,15.0,27.8,0,0,50.1,18.4,Alisson,,,alisson,Alisson,G,1,64426,M,243609,أليسون,অ্যালিসন,एलिसन,أليسون,অ্যালিসন,एलिसन,27.8,15.0,49.9,0,49.9,81.6,,,,AlissonBecker,0.90000000000001,48.4,0.0,48.4,0.90000000000001,14023992,,False
True,miss,fast-break,right-foot,left,0.12278962135315,0.0,6896629,73,,4324,18,1076,1624,shot,Mohamed Salah,mohamed-salah,M. Salah,M,11,562045,M,159665,محمد صلاح,মোহাম্মদ সালাহ,मोहम्मद सलाह,م. صلاح,এম. সালাহ,एम. सलाह,9.8,67.0,0,0,67.6,1.4,Guglielmo Vicario,,,guglielmo-vicario,G. Vicario,G,1,7359,M,553606,فيكاريو غولييلمو,উইলিয়াম দ্য ভিকারিও,गुग्लिल्मो विकारियो,ف. غولييلمو,জি. ভিকারিও,जी. विकारियो,67.0,9.8,32.4,0,32.4,98.6,,,,guglielmovicario,,,,,,14023992,,False
True,block,assisted,left-foot,low-centre,0.10540702193975,0.0,6896617,69,,4113,22,1287,1413,shot,Mohamed Salah,mohamed-salah,M. Salah,M,11,562045,M,159665,محمد صلاح,মোহাম্মদ সালাহ,मोहम्मद सलाह,م. صلاح,এম. সালাহ,एम. सलाह,13.5,60.1,0,0,48.8,19.0,Guglielmo Vicario,,,guglielmo-vicario,G. Vicario,G,1,7359,M,553606,فيكاريو غولييلمو,উইলিয়াম দ্য ভিকারিও,गुग्लिल्मो विकारियो,ف. غولييلمو,জি. ভিকারিও,जी. विकारियो,60.1,13.5,51.2,0,51.2,81.0,,,,guglielmovicario,9.9,57.0,0.0,57.0,9.9,14023992,,False
True,miss,fast-break,left-foot,high-left,0.14083825051785,0.0,6896612,68,,4059,23,1341,1359,shot,Hugo Ekitiké,hugo-ekitike,H. Ekitiké,F,22,100301,M,1048422,هوجو إكيتيكي,হুগো একিটিকে,ह्यूगो एकिटिके,ه. إكيتيكي,এইচ. একিটিকে,एच. एकिटिके,9.9,64.6,0,0,92.4,47.2,Guglielmo Vicario,,,guglielmo-vicario,G. Vicario,G,1,7359,M,553606,فيكاريو غولييلمو,উইলিয়াম দ্য ভিকারিও,गुग्लिल्मो विकारियो,ف. غولييلمو,জি. ভিকারিও,जी. विकारियो,64.6,9.9,7.6,0,7.6,52.8,Hugo Ekitiké,,hekitike,guglielmovicario,,,,,,14023992,,False
False,save,regular,right-foot,high-centre,0.064535140991211,0.084229119122028,6896607,68,,4042,23,1358,1342,shot,Richarlison,richarlison,Richarlison,F,9,43888,M,840217,ريتشارليسون,রিচার্লিসন,रिचर्डसन,ريتشارليسون,রিচার্লিসন,रिचर्डसन,19.1,53.8,0,0,51.0,28.5,Alisson,,,alisson,Alisson,G,1,64426,M,243609,أليسون,অ্যালিসন,एलिसन,أليسون,অ্যালিসন,एलिसन,53.8,19.1,49.0,0,49.0,71.5,,,Richarlison,AlissonBecker,1.8,49.8,0.0,49.8,1.8,14023992,,False
True,block,assisted,right-foot,low-centre,0.018877934664488,0.0,6896467,57,,3407,34,1993,707,shot,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,78220,M,869856,دومينيك سوبوسلاي,ডমিনিক সোবোসজলাই,डोमिनिक स्ज़ोबोस्ज़लाई,د. سوبوسلاي,ডি.সোবোসজলাই,डी. स्ज़ोबोस्ज़लाई,29.6,44.0,0,0,48.7,19.0,Guglielmo Vicario,,,guglielmo-vicario,G. Vicario,G,1,7359,M,553606,فيكاريو غولييلمو,উইলিয়াম দ্য ভিকারিও,गुग्लिल्मो विकारियो,ف. غولييلمو,জি. ভিকারিও,जी. विकारियो,44.0,29.6,51.3,0,51.3,81.0,,,DomSzobo,guglielmovicario,23.6,45.5,0.0,45.5,23.6,14023992,,False
False,miss,corner,head,close-right,0.026903163641691,0.0,6896456,57,,3363,34,2037,663,shot,Xavi Simons,xavi-simons,X. Simons,M,7,49936,M,997183,تشافي سيمونز,জাভি সিমন্স,ज़ावी सिमंस,ت. سيمونز,এক্স. সিমন্স,एक्स. सिमंस,13.5,46.6,0,0,41.7,12.5,Alisson,,,alisson,Alisson,G,1,64426,M,243609,أليسون,অ্যালিসন,एलिसन,أليسون,অ্যালিসন,एलिसन,46.6,13.5,58.3,0,58.3,87.5,,,XaviSimons,AlissonBecker,0.7,57.2,0.0,57.2,0.7,14023992,,False
False,block,corner,right-foot,low-centre,0.04609128087759,0.0,6896455,56,,3358,35,2042,658,shot,Xavi Simons,xavi-simons,X. Simons,M,7,49936,M,997183,تشافي سيمونز,জাভি সিমন্স,ज़ावी सिमंस,ت. سيمونز,এক্স. সিমন্স,एक्स. सिमंस,18.4,49.7,0,0,48.3,19.0,Alisson,,,alisson,Alisson,G,1,64426,M,243609,أليسون,অ্যালিসন,एलिसन,أليسون,অ্যালিসন,एलिसन,49.7,18.4,51.7,0,51.7,81.0,,,XaviSimons,AlissonBecker,5.4,51.1,0.0,51.1,5.4,14023992,,False
False,save,assisted,left-foot,high-left,0.27448323369026,0.45978167653084,6896443,55,,3266,36,2134,566,shot,Richarlison,richarlison,Richarlison,F,9,43888,M,840217,ريتشارليسون,রিচার্লিসন,रिचर्डसन,ريتشارليسون,রিচার্লিসন,रिचर्डसन,12.6,46.0,0,0,52.0,20.3,Alisson,,,alisson,Alisson,G,1,64426,M,243609,أليسون,অ্যালিসন,एलिसन,أليسون,অ্যালিসন,एलिसन,46.0,12.6,48.0,0,48.0,79.7,,,Richarlison,AlissonBecker,4.6,49.1,0.0,49.1,4.6,14023992,,False
True,save,assisted,right-foot,low-centre,0.020321894437075,0.035000313073397,6896264,53,,3122,38,2278,422,shot,Rio Ngumoha,rio-ngumoha,R. Ngumoha,F,73,28283,M,1881902,ريو نجوموها,"এনগুমোহা, রিও","न्गुमोहा, रियो",ر. نجوموها,আর. এনগুমোহা,आर. न्गुमोहा,20.1,29.3,0,0,48.4,3.2,Guglielmo Vicario,,,guglielmo-vicario,G. Vicario,G,1,7359,M,553606,فيكاريو غولييلمو,উইলিয়াম দ্য ভিকারিও,गुग्लिल्मो विकारियो,ف. غولييلمو,জি. ভিকারিও,जी. विकारियो,29.3,20.1,51.6,0,51.6,96.8,Rio Ngumoha,,,guglielmovicario,1.4,47.5,0.0,47.5,1.4,14023992,,False
True,miss,regular,right-foot,close-high-right,0.11249672621489,0.0,6896251,51,,3017,40,2383,317,shot,Rio Ngumoha,rio-ngumoha,R. Ngumoha,F,73,28283,M,1881902,ريو نجوموها,"এনগুমোহা, রিও","न्गुमोहा, रियो",ر. نجوموها,আর. এনগুমোহা,आर. न्गुमोहा,9.9,35.8,0,0,42.2,50.0,Guglielmo Vicario,,,guglielmo-vicario,G. Vicario,G,1,7359,M,553606,فيكاريو غولييلمو,উইলিয়াম দ্য ভিকারিও,गुग्लिल्मो विकारियो,ف. غولييلمو,জি. ভিকারিও,जी. विकारियो,35.8,9.9,57.8,0,57.8,50.0,Rio Ngumoha,,,guglielmovicario,,,,,,14023992,,False
False,save,corner,head,low-centre,0.051376268267632,0.049229957163334,6896011,45,3.0,2852,1,2548,152,shot,Richarlison,richarlison,Richarlison,F,9,43888,M,840217,ريتشارليسون,রিচার্লিসন,रिचर्डसन,ريتشارليسون,রিচার্লিসন,रिचर्डसन,9.8,47.9,0,0,48.3,15.2,Alisson,,,alisson,Alisson,G,1,64426,M,243609,أليسون,অ্যালিসন,एलिसन,أليسون,অ্যালিসন,एलिसन,47.9,9.8,51.7,0,51.7,84.8,,,Richarlison,AlissonBecker,1.0,50.7,0.0,50.7,1.0,14023992,,False
False,miss,assisted,head,close-right,0.16767570376396,0.0,6895986,45,,2640,1,60,2640,shot,Richarlison,richarlison,Richarlison,F,9,43888,M,840217,ريتشارليسون,রিচার্লিসন,रिचर्डसन,ريتشارليسون,রিচার্লিসন,रिचर्डसन,8.0,53.4,0,0,43.5,18.1,Alisson,,,alisson,Alisson,G,1,64426,M,243609,أليسون,অ্যালিসন,एलिसन,أليسون,অ্যালিসন,एलिसन,53.4,8.0,56.5,0,56.5,81.9,,,Richarlison,AlissonBecker,,,,,,14023992,,False
True,save,assisted,right-foot,low-left,0.10184092074633,0.54424411058426,6895930,36,,2118,10,582,2118,shot,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,50281,M,862967,كودي جاكبو,কোডি গাকপো,कोडी गाकपो,ك. جاكبو,সি. গাকপো,सी. गाकपो,14.4,44.7,0,0,53.4,9.5,Guglielmo Vicario,,,guglielmo-vicario,G. Vicario,G,1,7359,M,553606,فيكاريو غولييلمو,উইলিয়াম দ্য ভিকারিও,गुग्लिल्मो विकारियो,ف. غولييلمو,জি. ভিকারিও,जी. विकारियो,44.7,14.4,46.6,0,46.6,90.5,,,CodyGakpo,guglielmovicario,1.0,49.1,0.0,49.1,1.0,14023992,,False
True,block,assisted,left-foot,low-centre,0.11833872646093,0.0,6895913,34,,2002,12,698,2002,shot,Rio Ngumoha,rio-ngumoha,R. Ngumoha,F,73,28283,M,1881902,ريو نجوموها,"এনগুমোহা, রিও","न्गुमोहा, रियो",ر. نجوموها,আর. এনগুমোহা,आर. न्गुमोहा,12.5,35.6,0,0,49.6,19.0,Guglielmo Vicario,,,guglielmo-vicario,G. Vicario,G,1,7359,M,553606,فيكاريو غولييلمو,উইলিয়াম দ্য ভিকারিও,गुग्लिल्मो विकारियो,ف. غولييلمو,জি. ভিকারিও,जी. विकारियो,35.6,12.5,50.4,0,50.4,81.0,Rio Ngumoha,,,guglielmovicario,9.0,39.7,0.0,39.7,9.0,14023992,,False
True,block,assisted,right-foot,low-left,0.022704595699906,0.0,6895870,26,,1559,20,1141,1559,shot,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,50281,M,862967,كودي جاكبو,কোডি গাকপো,कोडी गाकपो,ك. جاكبو,সি. গাকপো,सी. गाकपो,26.3,40.9,0,0,52.2,19.0,Guglielmo Vicario,,,guglielmo-vicario,G. Vicario,G,1,7359,M,553606,فيكاريو غولييلمو,উইলিয়াম দ্য ভিকারিও,गुग्लिल्मो विकारियो,ف. غولييلمو,জি. ভিকারিও,जी. विकारियो,40.9,26.3,47.8,0,47.8,81.0,,,CodyGakpo,guglielmovicario,21.9,42.1,0.0,42.1,21.9,14023992,,False
True,miss,assisted,right-foot,close-high-right,0.05792661011219,0.0,6895777,21,,1216,25,1484,1216,shot,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,31171,M,904897,ريان غرافينبيرش,রায়ান গ্রেভেনবার্চ,रयान ग्रेवेनबेर्च,ر. غرافينبيرش,আর. গ্রেভেনবেচ,आर. ग्रेवेनबेर्च,20.9,51.7,0,0,42.9,51.4,Guglielmo Vicario,,,guglielmo-vicario,G. Vicario,G,1,7359,M,553606,فيكاريو غولييلمو,উইলিয়াম দ্য ভিকারিও,गुग्लिल्मो विकारियो,ف. غولييلمو,জি. ভিকারিও,जी. विकारियो,51.7,20.9,57.1,0,57.1,48.6,,,ryanjiro,guglielmovicario,,,,,,14023992,,False
True,goal,free-kick,right-foot,high-left,0.041915439069271,0.064494468271732,6895762,18,,1069,28,1631,1069,shot,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,78220,M,869856,دومينيك سوبوسلاي,ডমিনিক সোবোসজলাই,डोमिनिक स्ज़ोबोस्ज़लाई,د. سوبوسلاي,ডি.সোবোসজলাই,डी. स्ज़ोबोस्ज़लाई,25.7,35.2,0,0,52.0,22.2,Guglielmo Vicario,,,guglielmo-vicario,G. Vicario,G,1,7359,M,553606,فيكاريو غولييلمو,উইলিয়াম দ্য ভিকারিও,गुग्लिल्मो विकारियो,ف. غولييلمو,জি. ভিকারিও,जी. विकारियो,35.2,25.7,48.0,0,48.0,77.8,,,DomSzobo,guglielmovicario,,,,,,14023992,regular,True
False,block,assisted,right-foot,low-centre,0.017905483022332,0.0,6895739,16,,949,30,1751,949,shot,Djed Spence,djed-spence,D. Spence,D,24,4616,M,945798,دجيد سبينس,জেড. স্পেন্স,जेड स्पेंस,د. سبينس,ডি. স্পেন্স,डी. स्पेंस,20.9,31.9,0,0,51.7,19.0,Alisson,,,alisson,Alisson,G,1,64426,M,243609,أليسون,অ্যালিসন,एलिसन,أليسون,অ্যালিসন,एलिसन,31.9,20.9,48.3,0,48.3,81.0,,,,AlissonBecker,20.1,32.5,0.0,32.5,20.1,14023992,,False
False,save,regular,left-foot,high-centre,0.015992660075426,0.057541366666555,6895701,12,,673,34,2027,673,shot,Souza,souza,Souza,D,38,3245,M,1482340,سوزا,,,سوزا,,,29.4,50.9,0,0,51.0,30.4,Alisson,,,alisson,Alisson,G,1,64426,M,243609,أليسون,অ্যালিসন,एलिसन,أليسون,অ্যালিসন,एलिसन,50.9,29.4,49.0,0,49.0,69.6,Souza,,,AlissonBecker,2.9,50.5,0.0,50.5,2.9,14023992,,False
True,miss,assisted,left-foot,left,0.087654255330563,0.0,6895637,10,,588,36,2112,588,shot,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,50281,M,862967,كودي جاكبو,কোডি গাকপো,कोडी गाकपो,ك. جاكبو,সি. গাকপো,सी. गाकपो,12.5,34.2,0,0,69.2,36.1,Guglielmo Vicario,,,guglielmo-vicario,G. Vicario,G,1,7359,M,553606,فيكاريو غولييلمو,উইলিয়াম দ্য ভিকারিও,गुग्लिल्मो विकारियो,ف. غولييلمو,জি. ভিকারিও,जी. विकारियो,34.2,12.5,30.8,0,30.8,63.9,,,CodyGakpo,guglielmovicario,,,,,,14023992,,False
False,miss,assisted,head,right,0.020144175738096,0.0,6905401,60,,3548,31,1852,848,shot,Ladislav Krejčí,ladislav-krejci,L. Krejčí,D,37,2129,M,856250,لاديسلاف كريتشي,লাদিস্লাভ ক্রেজচি,लादिस्लाव क्रेजी,ل. كريتشي,এল. ক্রেজচি,एल. क्रेजी,12.7,43.0,0,0,36.5,6.9,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,9788,M,827362,كاويمن كيليهير,কাওইমহিন কেলেহার,काओइमहिन केल्हेर,ك. كيليهير,সি. কেলেহার,सी. केल्हेर,43.0,12.7,63.5,0,63.5,93.1,,,,caoimhinkelleher98,7.2,50.5,0.0,50.5,7.2,15408501,,False
False,post,assisted,right-foot,left,0.17086055874825,0.0,6905390,56,,3325,35,2075,625,shot,Adam Armstrong,adam-armstrong,A. Armstrong,F,9,1461,M,361352,آدم أرمسترونغ,অ্যাডাম আর্মস্ট্রং,एडम आर्मस्ट्रांग,أ. أرمسترونغ,এ. আর্মস্ট্রং,ए. आर्मस्ट्रांग,7.4,52.1,0,0,55.5,1.3,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,9788,M,827362,كاويمن كيليهير,কাওইমহিন কেলেহার,काओइमहिन केल्हेर,ك. كيليهير,সি. কেলেহার,सी. केल्हेर,52.1,7.4,44.5,0,44.5,98.7,Adam,Armstrong,,caoimhinkelleher98,,,,,,15408501,,False
False,miss,assisted,right-foot,left,0.029620483517647,0.0,6905389,56,,3324,35,2076,624,shot,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,2426,M,1096210,جاكسون تشاتشوا,জ্যাকসন টিচচুয়া,जैक्सन चाचौआ,ج. تشاتشوا,জে. টিচচুয়া,जे. चाचौआ,10.6,70.6,0,0,65.4,5.6,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,9788,M,827362,كاويمن كيليهير,কাওইমহিন কেলেহার,काओइमहिन केल्हेर,ك. كيليهير,সি. কেলেহার,सी. केल्हेर,70.6,10.6,34.6,0,34.6,94.4,,,,caoimhinkelleher98,6.6,52.2,0.0,52.2,6.6,15408501,,False
False,save,assisted,right-foot,low-right,0.074549175798893,0.15712141990662,6905385,53,,3169,38,2231,469,shot,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,2426,M,1096210,جاكسون تشاتشوا,জ্যাকসন টিচচুয়া,जैक्सन चाचौआ,ج. تشاتشوا,জে. টিচচুয়া,जे. चाचौआ,9.0,66.3,0,0,47.4,15.8,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,9788,M,827362,كاويمن كيليهير,কাওইমহিন কেলেহার,काओइमहिन केल्हेर,ك. كيليهير,সি. কেলেহার,सी. केल्हेर,66.3,9.0,52.6,0,52.6,84.2,,,,caoimhinkelleher98,1.2,52.0,0.0,52.0,1.2,15408501,,False
True,miss,set-piece,other,right,0.035548213869333,0.0,6905290,45,3.0,2858,1,2542,158,shot,Sepp van den Berg,sepp-van-den-berg,S. van den Berg,D,4,2103,M,924378,سيب فان دن بيرغ,সেপ ভ্যান ডেন বার্গ,सेप वैन डेन बर्ग,س. بيرغ,এস. ভ্যান ডেন বার্গ,एस. वैन,7.9,46.4,0,0,40.5,9.7,José Sá,,,jose-sa,J. Sá,G,1,4074,M,252669,جوزيه سا,জোসে সা,जोस सा,ج. سا,জে. সা,जे. सा,46.4,7.9,59.5,0,59.5,90.3,,,,,2.9,52.5,0.0,52.5,2.9,15408501,,False
True,save,regular,left-foot,low-centre,0.023105397820473,0.017810460180044,6905219,45,,2667,1,33,2667,shot,Dango Ouattara,dango-ouattara,D. Ouattara,F,19,35298,M,1106451,دانجو أواتارا,ডাঙ্গো ওউত্তারা,डांगो ओउट्टारा,د. أواتارا,ডি. ওউত্তারা,डी. ओउट्टारा,21.9,65.6,0,0,48.7,1.3,José Sá,,,jose-sa,J. Sá,G,1,4074,M,252669,جوزيه سا,জোসে সা,जोस सा,ج. سا,জে. সা,जे. सा,65.6,21.9,51.3,0,51.3,98.7,Dango Ouattara,,d.ouattara15,,1.1,51.6,0.0,51.6,1.1,15408501,,False
False,goal,assisted,right-foot,high-right,0.087644755840302,0.15357325971127,6905212,44,,2603,2,97,2603,shot,Adam Armstrong,adam-armstrong,A. Armstrong,F,9,1461,M,361352,آدم أرمسترونغ,অ্যাডাম আর্মস্ট্রং,एडम आर्मस्ट्रांग,أ. أرمسترونغ,এ. আর্মস্ট্রং,ए. आर्मस्ट्रांग,19.3,52.3,0,0,47.8,25.9,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,9788,M,827362,كاويمن كيليهير,কাওইমহিন কেলেহার,काओइमहिन केल्हेर,ك. كيليهير,সি. কেলেহার,सी. केल्हेर,52.3,19.3,52.2,0,52.2,74.1,Adam,Armstrong,,caoimhinkelleher98,,,,,,15408501,regular,True
True,post,throw-in-set-piece,head,left,0.56912970542908,0.0,6905201,41,,2436,5,264,2436,shot,Igor Thiago,igor-thiago,I. Thiago,F,9,32632,M,1016907,إيغور تياغو,ইগর থিয়াগো,इगोर थियागो,إ. تياغو,আই. থিয়াগো,आई. थियागो,4.3,48.3,0,0,55.8,37.3,José Sá,,,jose-sa,J. Sá,G,1,4074,M,252669,جوزيه سا,জোসে সা,जोस सा,ج. سا,জে. সা,जे. सा,48.3,4.3,44.2,0,44.2,62.7,,,,,,,,,,15408501,,False
False,miss,assisted,left-foot,left,0.025686973705888,0.0,6905191,39,,2281,7,419,2281,shot,Mateus Mané,mateus-mane,M. Mané,F,36,4924,M,1899647,ماتيوس مانيه,,,م. مانيه,,,25.3,41.4,0,0,59.5,25.0,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,9788,M,827362,كاويمن كيليهير,কাওইমহিন কেলেহার,काओइमहिन केल्हेर,ك. كيليهير,সি. কেলেহার,सी. केल्हेर,41.4,25.3,40.5,0,40.5,75.0,Mateus Mané,,,caoimhinkelleher98,,,,,,15408501,,False
True,goal,assisted,right-foot,low-centre,0.89187783002853,0.99486005306244,6905187,37,,2170,9,530,2170,shot,Igor Thiago,igor-thiago,I. Thiago,F,9,32632,M,1016907,إيغور تياغو,ইগর থিয়াগো,इगोर थियागो,إ. تياغو,আই. থিয়াগো,आई. थियागो,4.3,53.2,0,0,49.7,3.8,José Sá,,,jose-sa,J. Sá,G,1,4074,M,252669,جوزيه سا,জোসে সা,जोस सा,ج. سا,জে. সা,जे. सा,53.2,4.3,50.3,0,50.3,96.2,,,,,,,,,,15408501,regular,True
False,block,set-piece,left-foot,low-centre,0.031647834926844,0.0,6905185,36,,2108,10,592,2108,shot,André,andre,André,M,7,9266,M,1035996,أندريه,অ্যান্ড্রু,आंद्रे,أندريه,অ্যান্ড্রু,आंद्रे,17.9,47.6,0,0,50.2,19.0,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,9788,M,827362,كاويمن كيليهير,কাওইমহিন কেলেহার,काओइमहिन केल्हेर,ك. كيليهير,সি. কেলেহার,सी. केल्हेर,47.6,17.9,49.8,0,49.8,81.0,André,,Andre7,caoimhinkelleher98,8.6,48.7,0.0,48.7,8.6,15408501,,False
False,block,set-piece,head,low-right,0.017277823761106,0.0,6905235,36,,2105,10,595,2105,shot,Ladislav Krejčí,ladislav-krejci,L. Krejčí,D,37,2129,M,856250,لاديسلاف كريتشي,লাদিস্লাভ ক্রেজচি,लादिस्लाव क्रेजी,ل. كريتشي,এল. ক্রেজচি,एल. क्रेजी,11.1,39.1,0,0,47.3,19.0,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,9788,M,827362,كاويمن كيليهير,কাওইমহিন কেলেহার,काओइमहिन केल्हेर,ك. كيليهير,সি. কেলেহার,सी. केल्हेर,39.1,11.1,52.7,0,52.7,81.0,,,,caoimhinkelleher98,5.0,46.6,0.0,46.6,5.0,15408501,,False
True,miss,assisted,head,left,0.38956886529922,0.0,6905152,26,,1511,20,1189,1511,shot,Igor Thiago,igor-thiago,I. Thiago,F,9,32632,M,1016907,إيغور تياغو,ইগর থিয়াগো,इगोर थियागो,إ. تياغو,আই. থিয়াগো,आई. थियागो,6.6,52.0,0,0,60.7,16.7,José Sá,,,jose-sa,J. Sá,G,1,4074,M,252669,جوزيه سا,জোসে সা,जोस सा,ج. سا,জে. সা,जे. सा,52.0,6.6,39.3,0,39.3,83.3,,,,,,,,,,15408501,,False
True,goal,assisted,head,low-right,0.35572510957718,0.82203507423401,6905133,22,,1284,24,1416,1284,shot,Michael Kayode,michael-kayode,M. Kayode,D,33,2557,M,1137431,مايكل كايودي,মাইকেল কায়োড,माइकल कायोडे,م. كايودي,এম. কায়োড,एम. कायोडे,7.0,51.4,0,0,46.5,18.4,José Sá,,,jose-sa,J. Sá,G,1,4074,M,252669,جوزيه سا,জোসে সা,जोस सा,ج. سا,জে. সা,जे. सा,51.4,7.0,53.5,0,53.5,81.6,,,,,,,,,,15408501,regular,True
False,miss,fast-break,left-foot,left,0.21584241092205,0.0,6905115,15,,879,31,1821,879,shot,Adam Armstrong,adam-armstrong,A. Armstrong,F,9,1461,M,361352,آدم أرمسترونغ,অ্যাডাম আর্মস্ট্রং,एडम आर्मस्ट्रांग,أ. أرمسترونغ,এ. আর্মস্ট্রং,ए. आर्मस्ट्रांग,6.0,44.2,0,0,67.6,25.0,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,9788,M,827362,كاويمن كيليهير,কাওইমহিন কেলেহার,काओइमहिन केल्हेर,ك. كيليهير,সি. কেলেহার,सी. केल्हेर,44.2,6.0,32.4,0,32.4,75.0,Adam,Armstrong,,caoimhinkelleher98,,,,,,15408501,,False
